Checking 74 'Pwned energy' handles — leet speak, cross-game slang, Pure Pwnage...

   #  CODE  RESULT      HANDLE                     URL
--------------------------------------------------------------------------------------------------------------
[  1/74]   200  TAKEN       Teh                        https://robertsspaceindustries.com/en/citizens/Teh
[  2/74]   200  TAKEN       Pwnt                       https://robertsspaceindustries.com/en/citizens/Pwnt
[  3/74]   200  TAKEN       Noob                       https://robertsspaceindustries.com/en/citizens/Noob
[  4/74]   200  TAKEN       N00b                       https://robertsspaceindustries.com/en/citizens/N00b
[  5/74]   200  TAKEN       Nub                        https://robertsspaceindustries.com/en/citizens/Nub
[  6/74]   200  TAKEN       Hax                        https://robertsspaceindustries.com/en/citizens/Hax
[  7/74]   200  TAKEN       Suxxor                     https://robertsspaceindustries.com/en/citizens/Suxxor
[  8/74]   200  TAKEN       Roxxor                     https://robertsspaceindustries.com/en/citizens/Roxxor
[  9/74]   200  TAKEN       Pwnage                     https://robertsspaceindustries.com/en/citizens/Pwnage
[ 10/74]   200  TAKEN       Zomg                       https://robertsspaceindustries.com/en/citizens/Zomg
[ 11/74]   200  TAKEN       Lolwut                     https://robertsspaceindustries.com/en/citizens/Lolwut
[ 12/74]   404  AVAILABLE   Wtfpwned                   https://robertsspaceindustries.com/en/citizens/Wtfpwned
[ 13/74]   200  TAKEN       Rofl                       https://robertsspaceindustries.com/en/citizens/Rofl
[ 14/74]   404  AVAILABLE   Roflstomp                  https://robertsspaceindustries.com/en/citizens/Roflstomp
[ 15/74]   200  TAKEN       Roflcopter                 https://robertsspaceindustries.com/en/citizens/Roflcopter
[ 16/74]   200  TAKEN       Lmaoplane                  https://robertsspaceindustries.com/en/citizens/Lmaoplane
[ 17/74]   404  AVAILABLE   FPSDoug                    https://robertsspaceindustries.com/en/citizens/FPSDoug
[ 18/74]   404  AVAILABLE   BoomHeadshot               https://robertsspaceindustries.com/en/citizens/BoomHeadshot
[ 19/74]   404  AVAILABLE   ImPumped                   https://robertsspaceindustries.com/en/citizens/ImPumped
[ 20/74]   200  TAKEN       LPB                        https://robertsspaceindustries.com/en/citizens/LPB
[ 21/74]   200  TAKEN       HPB                        https://robertsspaceindustries.com/en/citizens/HPB
[ 22/74]   404  AVAILABLE   T1Line                     https://robertsspaceindustries.com/en/citizens/T1Line
[ 23/74]   404  AVAILABLE   Dialupper                  https://robertsspaceindustries.com/en/citizens/Dialupper
[ 24/74]   200  TAKEN       Aggro                      https://robertsspaceindustries.com/en/citizens/Aggro
[ 25/74]   200  TAKEN       Proc                       https://robertsspaceindustries.com/en/citizens/Proc
[ 26/74]   200  TAKEN       Crit                       https://robertsspaceindustries.com/en/citizens/Crit
[ 27/74]   200  TAKEN       Nerf                       https://robertsspaceindustries.com/en/citizens/Nerf
[ 28/74]   200  TAKEN       Buff                       https://robertsspaceindustries.com/en/citizens/Buff
[ 29/74]   200  TAKEN       Kite                       https://robertsspaceindustries.com/en/citizens/Kite
[ 30/74]   200  TAKEN       Cheese                     https://robertsspaceindustries.com/en/citizens/Cheese
[ 31/74]   200  TAKEN       Turtle                     https://robertsspaceindustries.com/en/citizens/Turtle
[ 32/74]   200  TAKEN       Stun                       https://robertsspaceindustries.com/en/citizens/Stun
[ 33/74]   200  TAKEN       Snare                      https://robertsspaceindustries.com/en/citizens/Snare
[ 34/74]   200  TAKEN       Root                       https://robertsspaceindustries.com/en/citizens/Root
[ 35/74]   200  TAKEN       Burst                      https://robertsspaceindustries.com/en/citizens/Burst
[ 36/74]   200  TAKEN       Nuke                       https://robertsspaceindustries.com/en/citizens/Nuke
[ 37/74]   200  TAKEN       Wipe                       https://robertsspaceindustries.com/en/citizens/Wipe
[ 38/74]   404  AVAILABLE   Zerged                     https://robertsspaceindustries.com/en/citizens/Zerged
[ 39/74]   404  AVAILABLE   Pubstomp                   https://robertsspaceindustries.com/en/citizens/Pubstomp
[ 40/74]   404  AVAILABLE   Pubstomping                https://robertsspaceindustries.com/en/citizens/Pubstomping
[ 41/74]   200  TAKEN       Faceroll                   https://robertsspaceindustries.com/en/citizens/Faceroll
[ 42/74]   404  AVAILABLE   Facerolled                 https://robertsspaceindustries.com/en/citizens/Facerolled
[ 43/74]   200  TAKEN       Teabag                     https://robertsspaceindustries.com/en/citizens/Teabag
[ 44/74]   404  AVAILABLE   Teabagged                  https://robertsspaceindustries.com/en/citizens/Teabagged
[ 45/74]   200  TAKEN       Splatter                   https://robertsspaceindustries.com/en/citizens/Splatter
[ 46/74]   200  TAKEN       Betrayal                   https://robertsspaceindustries.com/en/citizens/Betrayal
[ 47/74]   200  TAKEN       Noscope                    https://robertsspaceindustries.com/en/citizens/Noscope
[ 48/74]   200  TAKEN       Oddball                    https://robertsspaceindustries.com/en/citizens/Oddball
[ 49/74]   200  TAKEN       Juggernaut                 https://robertsspaceindustries.com/en/citizens/Juggernaut
[ 50/74]   200  TAKEN       Troll                      https://robertsspaceindustries.com/en/citizens/Troll
[ 51/74]   200  TAKEN       Flamed                     https://robertsspaceindustries.com/en/citizens/Flamed
[ 52/74]   404  AVAILABLE   Flamebait                  https://robertsspaceindustries.com/en/citizens/Flamebait
[ 53/74]   200  TAKEN       Epic                       https://robertsspaceindustries.com/en/citizens/Epic
[ 54/74]   200  TAKEN       Legendary                  https://robertsspaceindustries.com/en/citizens/Legendary
[ 55/74]   200  TAKEN       Clutch                     https://robertsspaceindustries.com/en/citizens/Clutch
[ 56/74]   404  AVAILABLE   Noscoped                   https://robertsspaceindustries.com/en/citizens/Noscoped
[ 57/74]   404  AVAILABLE   Stomped                    https://robertsspaceindustries.com/en/citizens/Stomped
[ 58/74]   200  TAKEN       Dunked                     https://robertsspaceindustries.com/en/citizens/Dunked
[ 59/74]   200  TAKEN       Griefed                    https://robertsspaceindustries.com/en/citizens/Griefed
[ 60/74]   200  TAKEN       Hamachi                    https://robertsspaceindustries.com/en/citizens/Hamachi
[ 61/74]   200  TAKEN       Xfire                      https://robertsspaceindustries.com/en/citizens/Xfire
[ 62/74]   200  TAKEN       mIRC                       https://robertsspaceindustries.com/en/citizens/mIRC
[ 63/74]   200  TAKEN       GameRanger                 https://robertsspaceindustries.com/en/citizens/GameRanger
[ 64/74]   404  AVAILABLE   USEast                     https://robertsspaceindustries.com/en/citizens/USEast
[ 65/74]   404  AVAILABLE   BaalRun                    https://robertsspaceindustries.com/en/citizens/BaalRun
[ 66/74]   404  AVAILABLE   CowRun                     https://robertsspaceindustries.com/en/citizens/CowRun
[ 67/74]   404  AVAILABLE   MephRun                    https://robertsspaceindustries.com/en/citizens/MephRun
[ 68/74]   404  AVAILABLE   PinRun                     https://robertsspaceindustries.com/en/citizens/PinRun
[ 69/74]   404  AVAILABLE   RushPlz                    https://robertsspaceindustries.com/en/citizens/RushPlz
[ 70/74]   404  AVAILABLE   Rushb                      https://robertsspaceindustries.com/en/citizens/Rushb
[ 71/74]   404  AVAILABLE   EcoRound                   https://robertsspaceindustries.com/en/citizens/EcoRound
[ 72/74]   404  AVAILABLE   ForceRound                 https://robertsspaceindustries.com/en/citizens/ForceRound
[ 73/74]   404  AVAILABLE   AntiEco                    https://robertsspaceindustries.com/en/citizens/AntiEco
[ 74/74]   404  AVAILABLE   HalfBuy                    https://robertsspaceindustries.com/en/citizens/HalfBuy

==============================================================================================================

✅  AVAILABLE (26):
   Wtfpwned                        https://robertsspaceindustries.com/en/citizens/Wtfpwned
   Roflstomp                       https://robertsspaceindustries.com/en/citizens/Roflstomp
   FPSDoug                         https://robertsspaceindustries.com/en/citizens/FPSDoug
   BoomHeadshot                    https://robertsspaceindustries.com/en/citizens/BoomHeadshot
   ImPumped                        https://robertsspaceindustries.com/en/citizens/ImPumped
   T1Line                          https://robertsspaceindustries.com/en/citizens/T1Line
   Dialupper                       https://robertsspaceindustries.com/en/citizens/Dialupper
   Zerged                          https://robertsspaceindustries.com/en/citizens/Zerged
   Pubstomp                        https://robertsspaceindustries.com/en/citizens/Pubstomp
   Pubstomping                     https://robertsspaceindustries.com/en/citizens/Pubstomping
   Facerolled                      https://robertsspaceindustries.com/en/citizens/Facerolled
   Teabagged                       https://robertsspaceindustries.com/en/citizens/Teabagged
   Flamebait                       https://robertsspaceindustries.com/en/citizens/Flamebait
   Noscoped                        https://robertsspaceindustries.com/en/citizens/Noscoped
   Stomped                         https://robertsspaceindustries.com/en/citizens/Stomped
   USEast                          https://robertsspaceindustries.com/en/citizens/USEast
   BaalRun                         https://robertsspaceindustries.com/en/citizens/BaalRun
   CowRun                          https://robertsspaceindustries.com/en/citizens/CowRun
   MephRun                         https://robertsspaceindustries.com/en/citizens/MephRun
   PinRun                          https://robertsspaceindustries.com/en/citizens/PinRun
   RushPlz                         https://robertsspaceindustries.com/en/citizens/RushPlz
   Rushb                           https://robertsspaceindustries.com/en/citizens/Rushb
   EcoRound                        https://robertsspaceindustries.com/en/citizens/EcoRound
   ForceRound                      https://robertsspaceindustries.com/en/citizens/ForceRound
   AntiEco                         https://robertsspaceindustries.com/en/citizens/AntiEco
   HalfBuy                         https://robertsspaceindustries.com/en/citizens/HalfBuy

❌  TAKEN (48):
   Teh                             https://robertsspaceindustries.com/en/citizens/Teh
   Pwnt                            https://robertsspaceindustries.com/en/citizens/Pwnt
   Noob                            https://robertsspaceindustries.com/en/citizens/Noob
   N00b                            https://robertsspaceindustries.com/en/citizens/N00b
   Nub                             https://robertsspaceindustries.com/en/citizens/Nub
   Hax                             https://robertsspaceindustries.com/en/citizens/Hax
   Suxxor                          https://robertsspaceindustries.com/en/citizens/Suxxor
   Roxxor                          https://robertsspaceindustries.com/en/citizens/Roxxor
   Pwnage                          https://robertsspaceindustries.com/en/citizens/Pwnage
   Zomg                            https://robertsspaceindustries.com/en/citizens/Zomg
   Lolwut                          https://robertsspaceindustries.com/en/citizens/Lolwut
   Rofl                            https://robertsspaceindustries.com/en/citizens/Rofl
   Roflcopter                      https://robertsspaceindustries.com/en/citizens/Roflcopter
   Lmaoplane                       https://robertsspaceindustries.com/en/citizens/Lmaoplane
   LPB                             https://robertsspaceindustries.com/en/citizens/LPB
   HPB                             https://robertsspaceindustries.com/en/citizens/HPB
   Aggro                           https://robertsspaceindustries.com/en/citizens/Aggro
   Proc                            https://robertsspaceindustries.com/en/citizens/Proc
   Crit                            https://robertsspaceindustries.com/en/citizens/Crit
   Nerf                            https://robertsspaceindustries.com/en/citizens/Nerf
   Buff                            https://robertsspaceindustries.com/en/citizens/Buff
   Kite                            https://robertsspaceindustries.com/en/citizens/Kite
   Cheese                          https://robertsspaceindustries.com/en/citizens/Cheese
   Turtle                          https://robertsspaceindustries.com/en/citizens/Turtle
   Stun                            https://robertsspaceindustries.com/en/citizens/Stun
   Snare                           https://robertsspaceindustries.com/en/citizens/Snare
   Root                            https://robertsspaceindustries.com/en/citizens/Root
   Burst                           https://robertsspaceindustries.com/en/citizens/Burst
   Nuke                            https://robertsspaceindustries.com/en/citizens/Nuke
   Wipe                            https://robertsspaceindustries.com/en/citizens/Wipe
   Faceroll                        https://robertsspaceindustries.com/en/citizens/Faceroll
   Teabag                          https://robertsspaceindustries.com/en/citizens/Teabag
   Splatter                        https://robertsspaceindustries.com/en/citizens/Splatter
   Betrayal                        https://robertsspaceindustries.com/en/citizens/Betrayal
   Noscope                         https://robertsspaceindustries.com/en/citizens/Noscope
   Oddball                         https://robertsspaceindustries.com/en/citizens/Oddball
   Juggernaut                      https://robertsspaceindustries.com/en/citizens/Juggernaut
   Troll                           https://robertsspaceindustries.com/en/citizens/Troll
   Flamed                          https://robertsspaceindustries.com/en/citizens/Flamed
   Epic                            https://robertsspaceindustries.com/en/citizens/Epic
   Legendary                       https://robertsspaceindustries.com/en/citizens/Legendary
   Clutch                          https://robertsspaceindustries.com/en/citizens/Clutch
   Dunked                          https://robertsspaceindustries.com/en/citizens/Dunked
   Griefed                         https://robertsspaceindustries.com/en/citizens/Griefed
   Hamachi                         https://robertsspaceindustries.com/en/citizens/Hamachi
   Xfire                           https://robertsspaceindustries.com/en/citizens/Xfire
   mIRC                            https://robertsspaceindustries.com/en/citizens/mIRC
   GameRanger                      https://robertsspaceindustries.com/en/citizens/GameRanger
/workspace/check_rsi_handles_v13.py:195: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "checked_at": datetime.utcnow().isoformat() + "Z",

Results saved to rsi_handle_results_v13.json
